frame_id,barbell_x_min,barbell_y_min,barbell_x_max,barbell_y_max
226,564.0,360.0,805.0,593.0
227,562.0,360.0,805.0,593.0
228,550.0,360.0,803.0,593.0
229,539.0,360.0,803.0,593.0
230,547.0,360.0,803.0,593.0
231,537.0,361.0,803.0,594.0
232,542.0,361.0,803.0,594.0
233,535.0,361.0,802.0,596.0
234,536.0,362.0,802.0,595.0
235,541.0,362.0,800.0,595.0
236,539.0,363.0,800.0,596.0
237,537.0,363.0,800.0,597.0
238,556.0,363.0,799.0,595.0
239,554.0,363.0,799.0,594.0
240,553.0,363.0,798.0,594.0
241,564.0,363.0,797.0,594.0
242,569.0,364.0,797.0,595.0
243,570.0,364.0,795.0,595.0
244,570.0,364.0,795.0,596.0
245,572.0,366.0,794.0,597.0
246,572.0,368.0,794.0,599.0
247,572.0,370.0,793.0,601.0
248,572.0,373.0,794.0,604.0
249,570.0,375.0,793.0,606.0
250,570.0,377.0,792.0,608.0
251,570.0,378.0,791.0,609.0
252,571.0,380.0,792.0,611.0
253,570.0,385.0,790.0,615.0
254,570.0,388.0,789.0,619.0
255,571.0,391.0,791.0,623.0
256,572.0,394.0,793.0,628.0
257,572.0,397.0,793.0,632.0
258,572.0,404.0,794.0,635.0
259,573.0,408.0,795.0,639.0
260,574.0,412.0,794.0,643.0
261,575.0,415.0,790.0,648.0
262,577.0,420.0,792.0,651.0
263,577.0,425.0,792.0,661.0
264,578.0,430.0,795.0,665.0
265,578.0,434.0,796.0,668.0
266,579.0,438.0,797.0,669.0
267,581.0,441.0,800.0,677.0
268,583.0,447.0,799.0,699.0
269,585.0,453.0,800.0,709.0
270,585.0,457.0,803.0,712.0
271,586.0,461.0,803.0,714.0
272,588.0,465.0,805.0,716.0
273,590.0,471.0,807.0,718.0
274,592.0,478.0,809.0,720.0
275,592.0,484.0,812.0,720.0
276,591.0,491.0,827.0,720.0
277,591.0,497.0,828.0,720.0
278,590.0,506.0,834.0,720.0
279,591.0,514.0,850.0,720.0
280,590.0,522.0,851.0,720.0
281,588.0,527.0,832.0,720.0
282,586.0,534.0,811.0,720.0
283,588.0,540.0,802.0,718.0
284,590.0,542.0,799.0,717.0
285,591.0,545.0,801.0,718.0
286,,,,
287,,,,
288,596.0,541.0,805.0,714.0
289,,,,
290,,,,
291,,,,
292,597.0,543.0,797.0,715.0
293,,,,
294,596.0,541.0,795.0,717.0
295,592.0,519.0,793.0,720.0
296,591.0,512.0,793.0,720.0
297,594.0,506.0,798.0,720.0
